Band,Album,albumlink,n,mean,w.mean,diff,l95,CI,w.meanRank,meanRank,users5
Kobra and the Lotus,Prevail I,/album/252742/Kobra-and-the-Lotus-Prevail-I/,9,3.744444444,3.461546047,-0.283,2.156432114,2.16 - 4.42,1080,262,"Willie (51.4%), Dewinged (22.4%), bcl (8.0%), Mordaunt (5.0%), randomnaija (4.4%)"
Passion Pit,Tremendous Sea of Love,/album/248048/Passion-Pit-Tremendous-Sea-of-Love/,36,3.061111111,2.828438369,-0.233,2.155759433,2.16 - 3.47,1081,1163,"SowingSeason (13.1%), klap (11.0%), butcherboy (8.8%), Divaman (8.5%), jtswope (7.2%)"
Noveller,A Pink Sunset For No One,/album/244809/Noveller-A-Pink-Sunset-For-No-One/,13,3.153846154,3.251360187,0.098,2.155526003,2.16 - 4.15,1082,1111,"Frippertronics (18.9%), DoofusWainwright (16.6%), Divaman (15.4%), Sniff (9.0%), Dewinged (8.0%)"
First Blood,Rules,/album/244397/First-Blood-Rules/,18,3.222222222,3.091599776,-0.131,2.152942711,2.15 - 3.91,1083,1061,"Storm+In+A+Teacup (22.4%), breakingthefragile (18.4%), Sniff (11.0%), brettgoespunk (9.2%), thumbcrusher (8.8%)"
Homeshake,Fresh Air,/album/242495/Homeshake-Fresh-Air/,27,3.185185185,2.924129119,-0.261,2.151214317,2.15 - 3.64,1084,1094,"Conmaniac (20.5%), jtswope (18.9%), Dewinged (10.8%), larrytheslug (9.9%), anobsoletevernacular (6.3%)"
Why?,Moh Lhean,/album/242289/Why-Moh-Lhean/,32,3.140625,2.855574382,-0.285,2.143681386,2.14 - 3.53,1085,1123,"jtswope (16.1%), Lord%28e%29Po%29%29%29ts (13.0%), Sinternet (9.5%), SandwichBubble (8.7%), Sniff (8.2%)"
Extremity,Extremely Fucking Dead,/album/249218/Extremity-Extremely-Fucking-Dead/,7,3.714285714,3.607210597,-0.107,2.136557306,2.14 - 4.59,1086,315,"Inveigh (35.1%), Anthracks (32.3%), Hellscythe (14.5%), engleprunt (9.0%), ZombieParty (6.4%)"
Blondes,Warmth,/album/259589/Blondes-Warmth/,8,3.5,3.515898988,0.016,2.136539714,2.14 - 4.49,1087,718,"jtswope (28.2%), Lord%28e%29Po%29%29%29ts (25.7%), Relinquished (13.7%), cylinder (11.9%), Yotimi (9.9%)"
Tipper,Flunked,/album/241517/Tipper-Flunked/,11,3.318181818,3.321189329,0.003,2.135838563,2.14 - 4.25,1088,976,"wtferrothorn (18.1%), Evok (14.2%), Sniff (12.5%), Dewinged (11.6%), Toad (10.4%)"
Robot Bachelor,The Third House Boat Album,/album/247218/Robot-Bachelor-The-Third-House-Boat-Album/,13,3.384615385,3.230326821,-0.154,2.135298863,2.14 - 4.13,1089,901,"Hep+Kat (18.6%), Jacquibim (15.6%), Papa+Universe (14.7%), bungy (11.0%), VaxXi (8.9%)"
Dodsrit,Dodsrit,/album/269424/Dodsrit-Dodsrit/,8,3.625,3.513964769,-0.111,2.134727991,2.13 - 4.49,1090,492,"Sniff (34.2%), pjorn (20.7%), L4titudes (18.5%), ReAnimator (17.7%), AdoreSwancore (4.3%)"
$uicideboy$,KILL YOURSELF Part XII: The Dark Glacier Saga,/album/253956/%24uicideboy%24-KILL-YOUR%E2%80%8B%24%E2%80%8BELF-Part-XII-The-Dark-Glacier-Saga/,13,3.5,3.229238153,-0.271,2.134253576,2.13 - 4.13,1091,718,"aaronrkc (38.0%), Prancer (29.0%), AaroN911 (14.6%), joshrhodes (10.0%), InAndOfItSelf (2.0%)"
The Flatliners,Inviting Light,/album/245971/The-Flatliners-Inviting-Light/,17,3.264705882,3.097615942,-0.167,2.133675569,2.13 - 3.94,1092,1019,"Spec (21.9%), Snide (15.8%), Shamus248 (14.8%), bungy (13.4%), mallen- (9.5%)"
Secret Shine,There Is Only Now,/album/247868/Secret-Shine-There-Is-Only-Now/,7,3.571428571,3.601310828,0.03,2.131092739,2.13 - 4.58,1093,599,"larrytheslug (31.4%), Aberf (20.3%), sixdegrees (15.6%), McMegaMountain (12.6%), grannypantys (11.1%)"
bladee x ECCO2K x Thaiboy Digital,D&G,/album/259047/bladee-x-ECCO2K-x-Thaiboy-Digital-Damp%3BG/,16,3.24375,3.122393844,-0.121,2.130361884,2.13 - 3.98,1094,1039,"Arcade (16.3%), jtswope (14.7%), Ryus (13.4%), Winesburgohio (10.4%), RoundOnEndHiInMiddle (8.0%)"
Afterbirth,The Time Traveler's Dilemma,/album/258802/Afterbirth-The-Time-Travelers-Dilemma/,19,3.110526316,3.043253969,-0.067,2.129227233,2.13 - 3.85,1095,1144,"Xenophanes (15.9%), Jacquibim (15.6%), Papa+Universe (15.1%), Evok (9.0%), ZippaThaRippa (8.0%)"
Lonefront,Cimilada Qaxootiga,/album/244090/Lonefront-Cimilada-Qaxootiga/,9,3.333333333,3.431994845,0.099,2.1285007,2.13 - 4.4,1096,961,"Archelirion (21.2%), jtswope (20.8%), Sniff (12.2%), Dewinged (11.0%), Relinquished (10.7%)"
Lee Gamble,Mnestic Pressure,/album/262167/Lee-Gamble-Mnestic-Pressure/,14,3.428571429,3.184414641,-0.244,2.127531503,2.13 - 4.07,1097,843,"JohnnyOnTheSpot (17.2%), Winesburgohio (11.9%), Sniff (10.5%), Chortles (10.3%), Relinquished (9.0%)"
Byzantine,The Cicada Tree,/album/246822/Byzantine-The-Cicada-Tree/,17,3.223529412,3.088090346,-0.135,2.124469916,2.12 - 3.93,1098,1059,"Willie (24.1%), linguist2011 (18.6%), Dewinged (10.0%), pjquinones747 (9.1%), Dmax28 (6.8%)"
Jefre Cantu-Ledesma,On The Echoing Green,/album/255315/Jefre-Cantu-Ledesma-On-The-Echoing-Green/,14,3.178571429,3.180473634,0.002,2.123743679,2.12 - 4.07,1099,1099,"JamieTwort (15.9%), TheSpaceMan (11.7%), Sniff (10.0%), Relinquished (9.1%), theBoneyKing (8.7%)"
With the Dead,Love from With the Dead,/album/260140/With-the-Dead-Love-from-With-the-Dead/,14,3.335714286,3.176852548,-0.159,2.120265173,2.12 - 4.06,1100,960,"Willie (20.2%), insomniac15 (16.8%), MoosechriS (16.4%), linguist2011 (14.5%), AdolfChrist (11.2%)"
Mothership,High Strangeness,/album/247190/Mothership-High-Strangeness/,20,3.11,3.011284178,-0.099,2.119678413,2.12 - 3.81,1101,1145,"Willie (16.4%), insomniac15 (13.8%), Papa+Universe (13.4%), manosg (10.8%), PsychicChris (8.8%)"
311,Mosaic,/album/250020/311-Mosaic/,31,3.274193548,2.841512815,-0.433,2.119232425,2.12 - 3.52,1102,1012,"ianblxdsoe (17.5%), PuddlesPuddles (13.6%), MUNGOLOID (10.2%), BlackMalachite (10.2%), EverythingEvil2113 (9.6%)"
Goldie,The Journey Man,/album/255303/Goldie-The-Journey-Man/,9,3.611111111,3.418868986,-0.192,2.116135741,2.12 - 4.39,1103,522,"DoofusWainwright (38.2%), Lord%28e%29Po%29%29%29ts (27.5%), Relinquished (14.5%), NickLizard49 (10.6%), TwigTW (3.8%)"
cupcakKe,Queen Elizabitch,/album/251432/cupcakKe-Queen-Elizabitch/,13,3.153846154,3.209895438,0.056,2.115708618,2.12 - 4.11,1104,1111,"wtferrothorn (29.6%), ianblxdsoe (23.8%), brandontaylor (14.3%), LaurenPaulson (7.0%), Brandon (6.5%)"
Bones,Disgrace,/album/242184/Bones-Disgrace/,25,3.24,2.915844022,-0.324,2.114790408,2.11 - 3.66,1105,1044,"VaxXi (19.6%), SGGreenman (11.7%), deathofasalesman (11.7%), owen (10.0%), MMX (7.1%)"
Chuck Berry,Chuck,/album/233858/Chuck-Berry-Chuck/,14,3.142857143,3.169474424,0.027,2.113182984,2.11 - 4.06,1106,1119,"Papa+Universe (23.2%), ianblxdsoe (16.1%), SandwichBubble (13.7%), FullOfSounds (10.0%), BradleyLayne (9.8%)"
dvsn,Morning After,/album/263375/dvsn-Morning-After/,22,3.295454545,2.96251882,-0.333,2.110925988,2.11 - 3.74,1107,996,"Dewinged (15.3%), brandontaylor (13.2%), East+Hastings (13.1%), BradleyLayne (12.0%), tellah (9.1%)"
Cold Body Radiation,The Orphean Lyre,/album/241844/Cold-Body-Radiation-The-Orphean-Lyre/,13,3.269230769,3.204236109,-0.065,2.11029234,2.11 - 4.11,1108,1016,"Hawks (34.2%), ComeToDaddy (18.5%), Sabrutin (14.6%), Dewinged (13.2%), Nazzadan (6.7%)"
Riviere,Heal,/album/242847/Riviere-Heal/,15,3.233333333,3.126343753,-0.107,2.104438781,2.1 - 4,1109,1049,"Xenorazr (18.7%), PistolPete (13.4%), MarsKid (11.0%), AsleepInTheBack (10.8%), Dewinged (10.6%)"
Downtown Boys,Cost Of Living,/album/253691/Downtown-Boys-Cost-Of-Living/,13,3.230769231,3.197345132,-0.033,2.103703185,2.1 - 4.11,1110,1051,"bungy (16.5%), SandwichBubble (13.5%), Dewinged (12.5%), larrytheslug (12.1%), aaronrkc (9.7%)"
"nothing,nowhere.",Reaper,/album/265809/nothingnowhere.-Reaper/,33,3.151515152,2.803983979,-0.348,2.103646511,2.1 - 3.47,1111,1114,"Scoot (13.3%), Conmaniac (13.0%), ianblxdsoe (9.1%), betray (6.6%), BlushfulHippocrene (5.5%)"
Venom Inc.,Ave,/album/259266/Venom-Inc.-Av%C3%A9/,13,3.061538462,3.196684374,0.135,2.103071706,2.1 - 4.1,1112,1162,"manosg (65.4%), MaidenFan24 (9.0%), Dabaens (7.6%), Fear (7.5%), RustCohle (2.5%)"
Ex Deo,The Immortal Wars,/album/245988/Ex-Deo-The-Immortal-Wars/,16,3.325,3.090669023,-0.234,2.09980448,2.1 - 3.95,1113,969,"BallsToTheWall (29.2%), Willie (17.5%), Toondude10 (10.9%), zaruyache (8.4%), Dewinged (6.6%)"
Wavves,You're Welcome,/album/246277/Wavves-Youre-Welcome/,34,3.161764706,2.789067473,-0.373,2.098918038,2.1 - 3.45,1114,1109,"butcherboy (23.4%), SandwichBubble (11.8%), brandontaylor (9.5%), aaronrkc (8.0%), PowerBlitz (6.7%)"
The Dead Rabbitts,The Emptiness,/album/246101/The-Dead-Rabbitts-The-Emptiness/,23,3.008695652,2.926412047,-0.082,2.093342164,2.09 - 3.69,1115,1184,"Willie (23.8%), DrGonzo1937 (20.1%), Snide (14.6%), Feather (8.6%), BlackMalachite (7.5%)"
Madonnatron,Madonnatron,/album/268117/Madonnatron-Madonnatron/,14,3.25,3.148577709,-0.101,2.093163791,2.09 - 4.04,1116,1029,"DoofusWainwright (23.6%), SandwichBubble (12.1%), Dewinged (11.3%), Brabiz (10.8%), larrytheslug (10.6%)"
Mantar,The Spell,/album/248539/Mantar-The-Spell/,7,3.785714286,3.56000133,-0.226,2.092978322,2.09 - 4.56,1117,186,"Flugmorph (72.4%), kascetcadettt (10.1%), Rail (6.5%), twipzdeeauxilia (4.0%), EmperorRyker (3.2%)"
River Black,River Black,/album/256552/River-Black-River-Black/,13,3.384615385,3.182926412,-0.202,2.089936825,2.09 - 4.09,1118,901,"Willie (24.8%), linguist2011 (19.3%), Papa+Universe (18.7%), Dewinged (9.9%), Dolving999 (9.1%)"
Aviana,Polarize,/album/243305/Aviana-Polarize/,16,3.4375,3.077811115,-0.36,2.087456465,2.09 - 3.94,1119,830,"sspedding (31.0%), MarsKid (27.3%), SteakByrnes (12.4%), Omeggia (5.6%), cman23kid (5.0%)"
The Caretaker,Everywhere at the End of Time - Stage 2,/album/249238/The-Caretaker-Everywhere-at-the-End-of-Time---Stage-2/,14,3.142857143,3.134206517,-0.009,2.079429735,2.08 - 4.03,1120,1119,"jtswope (15.2%), JamieTwort (14.1%), TVC15 (11.5%), zaruyache (9.9%), Sniff (8.5%)"
the White Noise,AM/PM,/album/255477/the-White-Noise-AM-PM/,21,3.242857143,2.949023219,-0.294,2.079364934,2.08 - 3.74,1121,1040,"Willie (34.8%), SnakeDelilah (13.7%), cmaitland421 (13.3%), McTime50 (10.9%), SatelliteYears (8.4%)"
The Rural Alberta Advantage,The Wild,/album/265194/The-Rural-Alberta-Advantage-The-Wild/,7,3.714285714,3.542614454,-0.172,2.07701302,2.08 - 4.54,1122,315,"tom79 (31.1%), Evok (20.6%), guitarded_chuck (16.6%), Pheromone (15.9%), BlazinBlitzer (10.3%)"
Broadside,Paradise,/album/255254/Broadside-Paradise/,14,3.25,3.130801628,-0.119,2.076179804,2.08 - 4.03,1123,1029,"Shamus248 (22.7%), ianblxdsoe (19.1%), NorwichScene (12.5%), SnakeDelilah (9.9%), JS19 (8.9%)"
Octo Octa,Where Are We Going?,/album/249399/Octo-Octa-Where-Are-We-Going/,9,3.277777778,3.368061538,0.09,2.068511425,2.07 - 4.35,1124,1008,"Sniff (27.2%), Relinquished (18.9%), TheManMachine (18.2%), L4titudes (12.7%), MotokoKusanagi (9.6%)"
Joyner Lucas,508-507-2209,/album/255072/Joyner-Lucas-508-507-2209/,16,3.125,3.053593968,-0.071,2.064256922,2.06 - 3.92,1125,1135,"rufinthefury (18.9%), Relinquished (15.8%), BradleyLayne (13.7%), LethalPaintball (12.7%), osmark86 (12.0%)"
Wire,Silver/Lead,/album/244978/Wire-Silver-Lead/,19,3.105263158,2.975844058,-0.129,2.064211456,2.06 - 3.8,1126,1148,"butcherboy (16.7%), Papa+Universe (15.8%), jtswope (14.5%), SandwichBubble (9.2%), larrytheslug (7.6%)"
Death Therapy,The Storm Before The Calm,/album/245905/Death-Therapy-The-Storm-Before-The-Calm/,14,3.392857143,3.117328858,-0.276,2.063335191,2.06 - 4.02,1127,890,"Willie (32.5%), Emim (18.3%), Dewinged (11.4%), Danred97 (6.7%), William21 (6.1%)"
Tennis,Yours Conditionally,/album/246240/Tennis-Yours-Conditionally/,21,3.019047619,2.931329883,-0.088,2.062323919,2.06 - 3.73,1128,1178,"klap (23.9%), Irving (16.7%), jtswope (15.4%), NickelbackFTL (7.1%), brandontaylor (6.8%)"
american poetry club,"glad to be here, etcetera",/album/251487/american-poetry-club-glad-to-be-here-etcetera/,15,3.266666667,3.078233331,-0.188,2.058396757,2.06 - 3.96,1129,1017,"Conmaniac (21.4%), Archelirion (21.2%), AsleepInTheBack (11.7%), BlushfulHippocrene (8.7%), calmrose (8.4%)"
John 5,Season of the Witch,/album/240744/John-5-Season-of-the-Witch/,13,3.307692308,3.146966261,-0.161,2.055725836,2.06 - 4.07,1130,984,"DrGonzo1937 (23.4%), insomniac15 (22.4%), DoofusWainwright (21.0%), erizen826 (10.6%), JWT155 (9.5%)"
Omar Rodriguez-Lopez,Roman Lips,/album/242308/Omar-Rodriguez-Lopez-Roman-Lips/,9,3.722222222,3.348534546,-0.374,2.050307507,2.05 - 4.34,1131,301,"widowslaugh123 (42.5%), Veldin (29.0%), Ethanodd (12.3%), AdoreSwancore (5.8%), Ulshad (4.6%)"
Chee,Fear Monger,/album/244284/Chee-Fear-Monger/,16,3.03125,3.035471113,0.004,2.046944314,2.05 - 3.91,1132,1174,"Archelirion (17.0%), wtferrothorn (13.4%), Evok (10.5%), AnimalsAsSummit (10.2%), Sniff (9.3%)"
Emancipator,Baralku,/album/268557/Emancipator-Baralku/,8,3.375,3.417034017,0.042,2.044649375,2.04 - 4.42,1133,913,"Evok (32.1%), Sniff (29.4%), eloimayano (19.1%), bornthetravestyofman (8.4%), Dabaens (4.9%)"
Martyr Defiled,Young Gods,/album/251539/Martyr-Defiled-Young-Gods/,13,3.423076923,3.130164895,-0.293,2.039801166,2.04 - 4.05,1134,854,"linguist2011 (34.8%), Pennywise_M (17.6%), Nazzadan (11.5%), SteakByrnes (10.5%), Risodo (8.6%)"
Loess,Pocosin,/album/245403/Loess-Pocosin/,7,3.5,3.5,0,2.038072952,2.04 - 4.52,1135,718,"Archelirion (29.0%), Sniff (15.8%), hesperus (14.8%), Relinquished (13.6%), L4titudes (12.8%)"
Droughts,Stay Behind,/album/245899/Droughts-Stay-Behind/,7,3.5,3.495484553,-0.005,2.03396256,2.03 - 4.51,1136,718,"Artuma (51.9%), iamSeraph (16.0%), SnakeDelilah (12.2%), ellagos (7.7%), JLR2DEG (4.9%)"
Aaron Dilloway,The Gag File,/album/250304/Aaron-Dilloway-The-Gag-File/,14,3.321428571,3.080456423,-0.241,2.028303893,2.03 - 3.99,1137,975,"Calc (25.8%), Winesburgohio (14.9%), Sniff (13.1%), VirtualBlaze (11.4%), brainmelter (9.8%)"
Broken Hope,Mutilated And Assimilated,/album/253743/Broken-Hope-Mutilated-And-Assimilated/,17,3.1,2.978527947,-0.121,2.0194063,2.02 - 3.84,1138,1152,"Willie (20.6%), linguist2011 (16.1%), Bloon (10.1%), Anthracks (10.0%), AdolfChrist (8.6%)"
Uniform,Wake In Fright,/album/242189/Uniform-Wake-In-Fright/,26,3.057692308,2.800524593,-0.257,2.017852295,2.02 - 3.54,1139,1164,"JohnnyOnTheSpot (16.3%), Papa+Universe (14.4%), Sinternet (9.2%), Sniff (7.9%), Dewinged (7.8%)"
Mura Masa,Mura Masa,/album/256630/Mura-Masa-Mura-Masa/,22,3.127272727,2.865032495,-0.262,2.017036268,2.02 - 3.65,1140,1132,"Arcade (22.3%), danielcardoso (14.9%), Dewinged (11.6%), BradleyLayne (9.1%), brandontaylor (8.8%)"
Kehlani,Sweet Sexy Savage,/album/238378/Kehlani-Sweet-Sexy-Savage/,36,2.847222222,2.683735635,-0.163,2.015139704,2.02 - 3.33,15,22,"robertsona (12.6%), Lord%28e%29Po%29%29%29ts (10.1%), Papa+Universe (9.9%), jtswope (9.4%), Shamus248 (7.8%)"
Colleen,"A flame my love, a frequency",/album/266639/Colleen-A-flame-my-love-a-frequency/,10,3.2,3.24410787,0.044,2.011771952,2.01 - 4.23,16,9,"Lord%28e%29Po%29%29%29ts (25.7%), Chortles (19.7%), Sniff (18.4%), Relinquished (12.9%), Yotimi (11.2%)"
Stereophonics,Scream Above the Sounds,/album/261619/Stereophonics-Scream-Above-the-Sounds/,7,3.285714286,3.45766376,0.172,1.999651635,2 - 4.49,1141,1002,"insomniac15 (36.0%), Papa+Universe (33.0%), NickLizard49 (10.9%), SirArthur6 (10.6%), Beauers (5.3%)"
Thievery Corporation,The Temple of I & I,/album/244673/Thievery-Corporation-The-Temple-of-I--I-/,13,3.038461538,3.07959667,0.041,1.99209817,1.99 - 4.01,1142,1170,"Storm+In+A+Teacup (18.5%), Papa+Universe (15.9%), jtswope (14.6%), Sniff (9.5%), SandwichBubble (9.3%)"
Dan Auerbach,Waiting On A Song,/album/249994/Dan-Auerbach-Waiting-On-A-Song/,23,3.108695652,2.820784573,-0.288,1.99179929,1.99 - 3.6,1143,1146,"Papa+Universe (22.4%), PistolPete (14.4%), Wildcatforever (14.3%), SandwichBubble (11.7%), JWT155 (9.8%)"
Equiknoxx,Colon Man,/album/268885/Equiknoxx-Col%C3%B3n-Man/,13,3.192307692,3.079150605,-0.113,1.991678885,1.99 - 4.01,1144,1086,"butcherboy (18.8%), JohnnyOnTheSpot (15.1%), Chortles (10.2%), Relinquished (9.7%), porcupinetheater (8.8%)"
The Weather Station,The Weather Station,/album/264418/The-Weather-Station-The-Weather-Station/,6,3.416666667,3.558364934,0.142,1.989922942,1.99 - 4.6,17,7,"Dewinged (40.3%), JerzyNebraska (27.2%), Rashandarei (11.4%), TwigTW (10.8%), Drydareelin (6.1%)"
Trevor Something,Die With You,/album/253182/Trevor-Something-Die-With-You/,5,3.6,3.700369052,0.1,1.987452524,1.99 - 4.73,1145,542,"NickLizard49 (44.7%), Hellscythe (43.6%), BillClinton (6.9%), Malchior (3.5%), OurPaleCompanion (1.3%)"
Torres,Three Futures,/album/262985/Torres-Three-Futures/,17,3.264705882,2.944284163,-0.32,1.986874359,1.99 - 3.81,1146,1019,"klap (18.9%), Divaman (14.4%), theBoneyKing (8.8%), Dewinged (8.2%), turnip90210 (7.9%)"
Prong,Zero Days,/album/255675/Prong-Zero-Days/,17,3.117647059,2.932293666,-0.185,1.975517341,1.98 - 3.8,1147,1141,"Willie (22.6%), DoofusWainwright (19.2%), linguist2011 (16.9%), Dewinged (10.4%), ChaoticVortex (6.6%)"
A Trust Unclean,Parturition,/album/254582/A-Trust-Unclean-Parturition/,14,3.357142857,3.009622977,-0.348,1.961504178,1.96 - 3.93,1148,937,"linguist2011 (46.9%), Minushuman24 (13.3%), xLiamStrongx (11.7%), ZombieParty (7.8%), Elynna (4.5%)"
Deerhoof,Mountain Moves,/album/256149/Deerhoof-Mountain-Moves/,16,3.0625,2.9401513,-0.122,1.956566274,1.96 - 3.83,1149,1161,"Anthracks (16.7%), SandwichBubble (15.2%), ashcrash9 (14.7%), chaseguitar (11.5%), NickelbackFTL (9.5%)"
Objekt,Objekt #4,/album/249535/Objekt-Objekt-%234/,5,3.8,3.661195201,-0.139,1.953621205,1.95 - 4.71,1150,166,"Chortles (30.5%), Relinquished (23.9%), Eloriaz (20.3%), Yotimi (18.3%), Zeneren (7.0%)"
The Bunny The Bear,The Way We Rust,/album/247485/The-Bunny-The-Bear-The-Way-We-Rust/,13,3.307692308,3.020921624,-0.287,1.937170015,1.94 - 3.97,1151,984,"Snide (31.5%), Sinternet (23.5%), Brabiz (17.7%), BlackMalachite (15.9%), AdoreSwancore (3.3%)"
Left Behind,Blessed by the Burn,/album/266466/Left-Behind-Blessed-by-the-Burn/,12,3.75,3.061534323,-0.688,1.936170198,1.94 - 4.03,1152,244,"Willie (49.6%), accompliceofmydeath (18.7%), Jips (7.4%), likeshad0ws (7.0%), ktjammin (6.6%)"
Nidingr,The High Heat Licks Against Heaven,/album/240927/Nidingr-The-High-Heat-Licks-Against-Heaven/,16,3.375,2.915608876,-0.459,1.933479653,1.93 - 3.81,1153,913,"Hawks (21.4%), Willie (19.8%), Papa+Universe (15.9%), linguist2011 (15.3%), Evok (8.5%)"
Coma Cluster Void,Thoughts From A Stone,/album/262978/Coma-Cluster-Void-Thoughts-From-A-Stone/,13,3.561538462,3.014630402,-0.547,1.931307251,1.93 - 3.96,1154,622,"Willie (28.5%), Jacquibim (21.4%), Bloon (13.8%), hesperus (10.2%), tellah (7.8%)"
Ghost Iris,Blind World,/album/243551/Ghost-Iris-Blind-World/,18,3.016666667,2.854253725,-0.162,1.926029683,1.93 - 3.71,1155,1181,"Willie (25.2%), Storm+In+A+Teacup (20.3%), Papa+Universe (17.7%), Dewinged (9.3%), J0ckstrapsFTW (6.6%)"
MisterWives,Connect the Dots,/album/253297/MisterWives-Connect-the-Dots/,13,3.115384615,3.000494718,-0.115,1.91815304,1.92 - 3.95,1156,1142,"Divaman (20.5%), SoccerRiot (15.1%), VaxXi (12.2%), FullOfSounds (10.9%), Feather (10.7%)"
A Ghost Orchestra,Blood,/album/247188/A-Ghost-Orchestra-Blood/,7,3.5,3.366366272,-0.134,1.91767786,1.92 - 4.43,1157,718,"Willie (41.5%), Calc (36.4%), hesperus (15.7%), montekristoo99 (3.4%), willzor (1.4%)"
Boliden,Surfaces,/album/242841/Boliden-Surfaces/,7,3.285714286,3.357121075,0.071,1.90944304,1.91 - 4.42,1158,1002,"Jacquibim (27.5%), JamieTwort (23.3%), Sniff (14.8%), brainmelter (11.0%), TheWrenKing (10.1%)"
Taylor Swift,Reputation,/album/260101/Taylor-Swift-Reputation/,239,2.213807531,2.166975156,-0.047,1.906897764,1.91 - 2.43,18,25,"SowingSeason (3.2%), klap (2.7%), DrGonzo1937 (2.4%), Frippertronics (2.4%), Xenophanes (2.2%)"
Alpha Wolf,Mono,/album/257094/Alpha-Wolf-Mono/,16,3.46875,2.883897438,-0.585,1.903759531,1.9 - 3.78,1159,786,"Ebola (33.3%), JustinKing (15.6%), nuuprizing (13.8%), grindcorecore (10.4%), ellagos (9.8%)"
Bjorn Riis,Forever Comes To An End,/album/253435/Bjorn-Riis-Forever-Comes-To-An-End/,7,3.6,3.349567412,-0.25,1.90272384,1.9 - 4.42,1160,542,"Willie (56.5%), Snowdog808 (24.3%), TwigTW (6.8%), progsun (5.2%), Bulbotook (3.9%)"
Jacaszek,Kwiaty,/album/247044/Jacaszek-Kwiaty/,8,3.3125,3.25482352,-0.058,1.89695151,1.9 - 4.31,1161,980,"Chortles (24.7%), Sniff (23.2%), Dewinged (23.0%), hal1ax (9.5%), adr (8.6%)"
Demonic Resurrection,Dashavatar,/album/241926/Demonic-Resurrection-Dashavatar/,5,3.7,3.591633232,-0.108,1.894080758,1.89 - 4.67,1162,340,"linguist2011 (78.3%), twipzdeeauxilia (13.9%), em17ah (4.7%), ivorymen (2.5%), AwajiKaos (0.6%)"
Aldous Harding,Party,/album/258854/Aldous-Harding-Party/,8,3.75,3.248285318,-0.502,1.891076209,1.89 - 4.31,19,3,"Atari (50.0%), NorthernSkylark (18.2%), STOP+SHOUTING%21 (14.5%), TwigTW (7.1%), Ulshad (5.3%)"
Allison Crutchfield,Tourist in this Town,/album/243466/Allison-Crutchfield-Tourist-in-this-Town/,13,3.461538462,2.966419975,-0.495,1.886550627,1.89 - 3.92,1163,796,"jtswope (27.2%), Dewinged (15.6%), East+Hastings (13.5%), NickelbackFTL (10.3%), anobsoletevernacular (8.8%)"
Tori Amos,Native Invader,/album/261258/Tori-Amos-Native-Invader/,21,3.119047619,2.74128509,-0.378,1.881567331,1.88 - 3.56,1164,1140,"DoofusWainwright (30.1%), Dewinged (14.8%), brandontaylor (11.1%), anobsoletevernacular (8.7%), mvdu (6.8%)"
Authority Zero,Broadcasting to the Nations,/album/253893/Authority-Zero-Broadcasting-to-the-Nations/,7,3.685714286,3.316429623,-0.369,1.873341509,1.87 - 4.4,1165,375,"Willie (89.4%), glorybox94 (5.7%), Earlgrey79 (1.8%), exileinoblivion (1.2%), BlizzLeaf (1.0%)"
EMA,Exile In The Outer Ring,/album/260268/EMA-Exile-In-The-Outer-Ring/,14,3.25,2.911908928,-0.338,1.87041245,1.87 - 3.85,1166,1029,"Willie (29.0%), jtswope (17.9%), Dewinged (11.9%), theTourist (10.2%), Toad (10.1%)"
Danko Jones,Wild Cat,/album/239671/Danko-Jones-Wild-Cat/,16,3.125,2.833622364,-0.291,1.856894876,1.86 - 3.74,1167,1135,"Chamberbelain (30.4%), JWT155 (17.2%), BlazinBlitzer (9.7%), ZodiacalWolf (8.7%), Sevendave (7.7%)"
Eskimo Callboy,The Scene,/album/260131/Eskimo-Callboy-The-Scene/,15,3.033333333,2.863642886,-0.17,1.856630585,1.86 - 3.79,1168,1173,"Willie (50.7%), BlackMalachite (15.9%), iamSeraph (8.7%), sin69 (8.5%), Agonba (6.3%)"
Liam Gallagher,As You Were,/album/254369/Liam-Gallagher-As-You-Were/,79,2.848101266,2.29685856,-0.551,1.847777107,1.85 - 2.76,20,21,"Rowan5215 (8.8%), DoofusWainwright (8.0%), butcherboy (7.9%), Papa+Universe (7.6%), Sinternet (5.6%)"
Signs of the Swarm,The Disfigurement Of Existence,/album/265227/Signs-of-the-Swarm-The-Disfigurement-Of-Existence/,16,3.40625,2.82203737,-0.584,1.846139617,1.85 - 3.73,1169,874,"Panzerchrist (45.5%), elephantREVOLUTION (21.2%), ZombieParty (7.8%), Thuckabe (6.3%), Nocturtle (5.9%)"
